tweet_time,tweet_id,username,tweet_text,source,favourite,retweet,clean
2020-05-05 06:44:34,1257456113739608064,covermobilraja,Cover VW Combi Doble Layer via @bukalapak https://t.co/eC6YHOmyqX,Twitter Web App,0,0,cover vw combi doble layer via
2020-05-05 06:43:53,1257455943421435906,DRMulyaAk,"@IntelijenF Ternyata tidak cuma Tokopedia, Bukalapak juga dibobol ! https://t.co/TZQTN9gxZA",Twitter for iPhone,1,1,nyata tidak cuma tokopedia bukalapak juga bobol
2020-05-05 06:43:41,1257455889096880129,covermobilraja,Tumbler Custom Gravier Nama Atau Logo via @bukalapak https://t.co/0iixcAgub7,Twitter Web App,0,0,tumbler custom gravier nama atau logo via
2020-05-05 06:42:29,1257455587903844360,covermobilraja,Masker Harley Davidson Custom via @bukalapak https://t.co/2eAcbCEfOU,Twitter Web App,0,0,masker harley davidson custom via
2020-05-05 06:35:26,1257453813251932166,amakmal_37,Ini gimana @bukalapak ? https://t.co/QE75R3lfIu,Twitter for Android,1,0,ini gimana
2020-05-05 06:33:39,1257453364947963905,dian_kyuri,Ini pertama kalinya saya coba pasang di toko online karena dampak covid -19 . Monggo kawan  Twitter yg mau pesan lewat link berikut agar gratis ongkir  https://t.co/kl7I44LB8E  https://t.co/0cARC1ztzh  https://t.co/tPojqQdQ9d,Twitter for Android,0,0,ini pertama kali saya coba pasang di toko online karena dampak covid 19 monggo kawan twitter yg mau pesan lewat link ikut agar gratis ongkir
2020-05-05 06:19:49,1257449884866789376,DillaMawarni3,@BukaBantuan   Saya tanggapi pemotongan voucher menimbulkan kerugian terhadap saya. Maka dari itu bukalapak. Dan saya ingin dicarikan jalan keluar yang dimana tidak menimbulkan kerugian saya. Mengingat bukalapak telah berbohong mengenai hadiah yang tidak ada stok padahal ada,Twitter for Android,0,0,saya tanggap potong voucher timbul rugi hadap saya maka dari itu bukalapak dan saya ingin cari jalan keluar yang mana tidak timbul rugi saya ingat bukalapak telah bohong kena hadiah yang tidak ada stok padahal ada
2020-05-05 06:08:28,1257447028814118914,mosyansosmed,https://t.co/nvj7arn124  BL : https://t.co/2hXI70XiIe  FP : https://t.co/PjyZJJ3MZC,twittbot.net,0,0,bl fp
2020-05-05 06:07:24,1257446758554251267,iyabenerbrow,Dalam hal respon membalas keluhan bukalapak &gt; indosatooredoo,Twitter for Android,0,0,dalam hal respon balas keluh bukalapak gt indosatooredoo
2020-05-05 06:03:47,1257445848474148866,eghisaputra826,Cek disini https://t.co/fB83GEOx7t Perlengkapan yang kamu butuhkan ada semua dan harganya terbaik untuk kamu.,twittbot.net,0,0,cek sini lengkap yang kamu butuh ada semua dan harga baik untuk kamu
2020-05-05 06:03:07,1257445682325135368,mimif_04,Jual followers - Instagram - Twitter - Bukalapak - Tokopedia - Shopee Wa 0816.220.553 #followers #twitter 8,twittbot.net,0,0,jual followers instagram twitter bukalapak tokopedia shopee wa 0816220553 8
2020-05-05 06:03:07,1257445680249024512,mimif_02,Jual followers - Instagram - Twitter - Bukalapak - Tokopedia - Shopee Wa 0816.220.553 8,twittbot.net,0,0,jual followers instagram twitter bukalapak tokopedia shopee wa 0816220553 8
2020-05-05 06:03:06,1257445677673656324,mimif_01,Jual followers - Instagram - Twitter - Bukalapak - Tokopedia - Shopee Wa 0816.220.553 13,twittbot.net,0,0,jual followers instagram twitter bukalapak tokopedia shopee wa 0816220553 13
2020-05-05 06:03:00,1257445650762993666,mimif_05,Jual followers - Instagram - Twitter - Bukalapak - Tokopedia - Shopee Wa 0816.220.553 #followers #like #lfl #indonesia 8,twittbot.net,0,0,jual followers instagram twitter bukalapak tokopedia shopee wa 0816220553 8
2020-05-05 05:43:57,1257440860284870659,EkaWiradana,"@adi5etiawan @bukalapak Gmn ga khawatir mas. Saya sblmnya ada laporan saldo hasil penjualan barang saya tiba2 hilang, itu laporan udah 3 minggu lalu, trus 2 hari lalu mau belanja ternyata saldo dibekukan, jawabannya sama aja suruh nunggu, gmn ga panik saya.",Twitter for Android,1,0,gmn ga khawatir mas saya sblmnya ada lapor saldo hasil jual barang saya tiba2 hilang itu lapor udah 3 minggu lalu trus 2 hari lalu mau belanja nyata saldo beku jawab sama aja suruh nunggu gmn ga panik saya
2020-05-05 05:42:19,1257440447246610433,DhuhaAprilianto,JUAL BERMACAM-MACAM MUKENA  Subsidi ongkos kirim sampai 40K 👇🏻👇🏻👇🏻  https://t.co/OHohOqFUzu  Numpang hastag #ShopeeID #Tokopedia #TokopediaXBTS #bukalapak #tokped Tokped Bukalapak #Retweet JUAL RUGI #Mutualankuy #zonabu #zonauang #Shopeetanam Tokopedia #dalgonacoffee Shopee,Twitter for Android,2,0,jual bermacammacam mukena subsidi ongkos kirim sampai 40k numpang hastag tokped bukalapak jual rugi tokopedia shopee
2020-05-05 05:40:58,1257440107889557505,EkaWiradana,"@BukaBantuan Muter mulu jawabannya bos? Itu pertanyaan belum dijawab, kenapa sepihak status komplain saya jadi selesai, padahal belum selesai, dan setiap saya mau lanjutkan komplain sistem selalu otomatis ditutup. @BukaBantuan @bukalapak @achmadzaky @YLKI_ID https://t.co/HxCAiD7gBr",Twitter for Android,1,0,muter mulu jawab bos itu tanya belum jawab kenapa pihak status komplain saya jadi selesai padahal belum selesai dan tiap saya mau lanjut komplain sistem selalu otomatis tutup
