tweet_time,tweet_id,username,tweet_text,source,favourite,retweet,clean
2020-05-07 15:52:25,1258318759716024321,rizarobbi, https://t.co/i3jtNzhTHw,Tokopedia Twitter,0,0,
2020-05-07 15:52:16,1258318721161936903,WhatsApps1D,@peachbobble Beli di tokopedia,Twitter for Android,0,0,beli di tokopedia
2020-05-07 15:51:52,1258318619991134209,Haunz,Ide Diabetes kita hari ini:  Chatime Indonesia - Jakarta Barat | Tokopedia https://t.co/7WnSQFXV99,Twitter for Android,0,0,ide diabetes kita hari ini chatime indonesia jakarta barat tokopedia
2020-05-07 15:51:48,1258318607009734656,madewira,"Buat temen-temenku di Denpasar yg pernah tinggal di Jogja, istriku jualan Oseng Mercon sapi. Pedessh. Cek yaa https://t.co/rZemJaiz77 https://t.co/4IqcprCQz3",Twitter for Android,0,0,buat tementemenku di denpasar yg pernah tinggal di jogja istri jual oseng mercon sapi pedessh cek yaa
2020-05-07 15:50:42,1258318329686552576,juurosei,@hazelzoely Aku belinya di tokopedia kak,Twitter for Android,0,0,aku beli di tokopedia kak
2020-05-07 15:50:26,1258318259494871042,BuruhBuku,"Judul: Dekonstruksi Syariah II Penulis: Mohammed Arkoun dkk Penerbit: LKiS, 1996 Tebal: 311 halaman Harga: Rp 35.000,- . WA: https://t.co/6JDo7xSL4N https://t.co/aSWb5KtS6i https://t.co/RLWqIWwjvn https://t.co/8ZsGlCXDbY . #bibliophile #sukabaca #baca #bacabuku #bukubagus https://t.co/q0v4tkFW7d",Twitter for Android,0,0,judul dekonstruksi syariah ii tulis mohammed arkoun dkk terbit lkis 1996 tebal 311 halaman harga rp 35000 wa
2020-05-07 15:49:14,1258317958134132737,TokopediaCare,@SuparjitoTeo Hai Kak Suparjito Teo mohon maaf bikin Kakak tidak nyaman. Mengenai kendalanya silakan mencoba kembali menggunakan perangkat berbeda agar menjadi bahan perbandingan. Serta mohon dipastikan aplikasi Tokopedia Kakak sudah dalam versi terbaru atau update. Trims.,Salesforce - Social Studio,0,0,hai kak suparjito teo mohon maaf bikin kakak tidak nyaman kena kendala sila coba kembali guna perangkat beda agar jadi bahan banding serta mohon pasti aplikasi tokopedia kakak sudah dalam versi baru atau update trims
2020-05-07 15:48:45,1258317838986604544,wayan417,@okoyrocks こんなのまで(本気でほしいかも) https://t.co/1YdGuQqdku,Twitter for Android,0,0,
2020-05-07 15:48:09,1258317686720696320,Reveline12,"Ada banyak alasan kenapa kamu harus coba Tokopedia: Belanja mudah, bayar ini-itu praktis, dan ada cashback 50% sd 30rb dengan kode TPREV08KT5 buat transaksi pertama di toko Power Merchant atau Official Store di Aplikasi Tokopedia! Yuk mulai sekarang: https://t.co/J6hdwN3I1b",Twitter for Android,0,0,ada banyak alas kenapa kamu harus coba tokopedia belanja mudah bayar iniitu praktis dan ada cashback 50 sd 30rb dengan kode tprev08kt5 buat transaksi pertama di toko power merchant atau official store di aplikasi tokopedia yuk mulai sekarang
2020-05-07 15:48:05,1258317669993820165,berhijabmerah,"@MuhammadiyinGL Aku jualan paket Ketupat lebaran, aneka kue betawi, dimsum kulit tahu, dan paket sembako. Area Jakarta timur. Order via wa klik https://t.co/z8bju0zwgh atau via https://t.co/Zm3CNCNL3j  Pricelist lengkap di gambar  Insyaallah amanah Terimakasih ya mu-min❤️ https://t.co/aI8xHgbohv",Twitter for Android,0,0,aku jual paket ketupat lebaran aneka kue betawi dimsum kulit tahu dan paket sembako area jakarta timur order via wa klik atau via pricelist lengkap di gambar insyaallah amanah terimakasih ya mumin
