tweet_time,tweet_id,username,tweet_text,source,favourite,retweet,clean
2020-05-04 06:59:59,1257097606762725384,TokopediaCare,"@cheshisyellow Hai Toperss selamat pagi. Tokopedia saat ini sedang melakukan investigasi mendalam mengenai hal ini. Namun sudah dapat dipastikan, bahwa tidak ada kebocoran password yang dapat digunakan untuk log in ke akun Tokopedia kamu --",Salesforce - Social Studio,0,0,hai toperss selamat pagi tokopedia saat ini sedang laku investigasi dalam kena hal ini namun sudah dapat pasti bahwa tidak ada bocor password yang dapat guna untuk log in ke akun tokopedia kamu
2020-05-04 06:59:47,1257097555114184704,TokopediaCare,"@_rzkymln Hai kak, jangan khawatir ya. Keamanan data pengguna merupakan prioritas utama Tokopedia. Terkait isu pencurian data yang beredar, kami pastikan bahwa informasi penting pengguna seperti password tetap aman dan terlindungi. --",Salesforce - Social Studio,0,0,hai kak jangan khawatir ya aman data guna rupa prioritas utama tokopedia kait isu curi data yang edar kami pasti bahwa informasi penting guna seperti password tetap aman dan lindung
2020-05-04 06:59:36,1257097509882609665,luxyriz,"Opini yang bagus tokopedia, sekarang jelaskan ini gimana ceritanya..? https://t.co/8jWRpJnbDC",Twitter for Android,2,0,opini yang bagus tokopedia sekarang jelas ini gimana cerita
2020-05-04 06:57:47,1257097052162363392,9590a03dfb1340c,https://t.co/Cs9QDqT7Ox,Twitter Web Client,0,0,
2020-05-04 06:56:13,1257096655779835910,desfandri,15 Juta Data Pelanggan Tokopedia Bocor https://t.co/cUQ9nDE1WQ https://t.co/jkAZ9ZdruQ,WordPress.com,0,0,15 juta data langgan tokopedia bocor
2020-05-04 06:56:12,1257096652797571073,Gaha80439969,Koleksi CD Original COLDPLAY #Tokopedia #JualCD #CDOriginal #CDBarat #Coldplay #TheChainsmokers #ColdplayFanIndonesia #Parachutes #AROBTTH #ARushOfBloodToTheHead #XAndY #VivaLaVida #MX #MyloXyloto #GhostStories #AHFOD #AHeadFullOfDreams #MemoriesDoNotOpen #EverydayLife https://t.co/x6V6MaSsay,Twitter for Android,0,0,koleksi cd original coldplay
2020-05-04 06:56:10,1257096644413157376,destaratih,Kira2 sekarang masih worth it gak sih utk beli2an di Tokopedia?,Twitter for Android,0,0,kira2 sekarang masih worth it gak sih utk beli2an di tokopedia
2020-05-04 06:55:10,1257096394709467136,donnyanggara29,"Hati2 guys, tingkatkan keamanan email kalian, aku kenak di satu aplikasi, sama kasusnya kek Tokopedia :( https://t.co/euOJshAeeD",Twitter for Android,0,0,hati2 guys tingkat aman email kalian aku nak di satu aplikasi sama kasus kek tokopedia
2020-05-04 06:55:08,1257096384290803713,princeofmean,@tubbirfess bjir data gue di Tokopedia gimana,Twitter for Android,0,0,bjir data gue di tokopedia gimana
2020-05-04 06:54:39,1257096261305417728,giefoyyy,Waduhh. Lapak ijo lapak merah kena. Yang ijo baru-baru ini 😔#Tokopedia https://t.co/AF30QZZpZ1,Twitter Web App,0,0,waduhh lapak ijo lapak merah kena yang ijo barubaru ini
2020-05-04 06:52:33,1257095734110769153,VIVAcoid,Menkominfo Mau Dengar Alasan Tokopedia Senin Hari Ini https://t.co/EtMzupf5Vu,dlvr.it,4,1,menkominfo mau dengar alas tokopedia senin hari ini
2020-05-04 06:52:24,1257095698840870914,boy_zambronk,"@anteraja_id  Sdh 2x24jam, pesanan belum di pickup Anteraja, pembeli sdh komplain, Anteraja sistim pickup dan tdk ada gerai Antar aja dekat rumah, sdh komplain ke cs Anteraja, blm ada respon,Mohon utk mengambil paket orderan tokopedia no resi 1. 10000222055156 2. 10000222024125",Twitter for Android,0,0,sdh 2x24jam pesan belum di pickup anteraja beli sdh komplain anteraja sistim pickup dan tdk ada gerai antar aja dekat rumah sdh komplain ke cs anteraja blm ada responmohon utk ambil paket order tokopedia no resi 1 10000222055156 2 10000222024125
2020-05-04 06:52:10,1257095638447124481,CigsAfterSalat,gila ya platform sebesar tokopedia aja bisa kebobolan. ngeri dah kaya gini mending blanja di warung aja,Twitter for Android,0,0,gila ya platform besar tokopedia aja bisa bobol ngeri dah kaya gin mending blanja di warung aja
