tweet_time,tweet_id,username,tweet_text,source,favourite,retweet,clean
2020-05-05 06:59:30,1257459873052319755,twitersaya,Alhamdulillah splash screen Tokopedia sudah bukan foto boyband lagi.,Twitter for Android,1,0,alhamdulillah splash screen tokopedia sudah bukan foto boyband lagi
2020-05-05 06:58:13,1257459548828446726,Harleyngayal,Buat pengguna tokopedia dan yang belum tau https://t.co/W3YAZg8nu4,Twitter for Android,0,0,buat guna tokopedia dan yang belum tau
2020-05-05 06:57:29,1257459365591867392,9590a03dfb1340c,https://t.co/Cs9QDqBwWZ,Twitter Web Client,0,0,
2020-05-05 06:54:35,1257458633664876550,thebodyshopindo,"@ecoloidchik Hai v, untuk promo 40% all item hanya berlangsung di official Tokopedia dan Shopee The Body Shop Indonesia ya.",Twitter Web App,0,0,hai v untuk promo 40 all item hanya langsung di official tokopedia dan shopee the body shop indonesia ya
2020-05-05 06:53:59,1257458483546464258,Makmur_Blues,@JunMydy @tokopedia Lancar2 aja ngk sampai setengah jam,Twitter for Android,1,0,lancar2 aja ngk sampai tengah jam
2020-05-05 06:53:33,1257458373068566529,Its_17DK,@Baceotan PSIKOPAT LO!! PPP @tokopedia,Twitter for Android,0,0,psikopat lo ppp
2020-05-05 06:50:01,1257457484656238594,sicupuh,"Tokopedia maksa user ganti password, padahal kemaren dah ganti  Dah gitu user experiencenya kurang mulus  Tapi mayanlah ada usaha walau gw masi bingung kenapa ada banyak metode login: email, hp, otp, pin dll",Twitter for iPhone,0,0,tokopedia maksa user ganti password padahal kemaren dah ganti dah gitu user experiencenya kurang mulus tapi mayanlah ada usaha walau gw mas bingung kenapa ada banyak metode login email hp otp pin dll
2020-05-05 06:49:31,1257457360861368320,n8xja,"Hacker sells 91 million Tokopedia accounts, cracked passwords shared https://t.co/EzTSpvWxaV",dlvr.it,0,0,hacker sells 91 million tokopedia accounts cracked passwords shared
2020-05-05 06:48:26,1257457086440574981,___melliflous,"Alhamdulillah ga pernah tertarik beli apa” di tokopedia, pake shoppe doong selalu di hati 💛 https://t.co/DnjQX48Q11",Twitter for iPhone,0,1,alhamdulillah ga pernah tarik beli apa di tokopedia pake shoppe doong selalu di hati
2020-05-05 06:47:19,1257456806403727363,KATADATAcoid,91 juta catatan pengguna @tokopedia dikabarkan telah diretas. Berikut tips bagi pengguna e-commerce untuk melindungi data pribadinya.  https://t.co/5jiNUWHd3U,Hootsuite Inc.,2,3,91 juta catat guna kabar telah retas ikut tips bagi guna ecommerce untuk lindung data pribadi
2020-05-05 06:43:53,1257455943421435906,DRMulyaAk,"@IntelijenF Ternyata tidak cuma Tokopedia, Bukalapak juga dibobol ! https://t.co/TZQTN9gxZA",Twitter for iPhone,1,1,nyata tidak cuma tokopedia bukalapak juga bobol
2020-05-05 06:43:37,1257455872629972993,WRahMada,@BSSN_RI @kemkominfo Harusnya @tokopedia didenda karena longgar melindungi data pelanggannya. Harusnya sih.,Twitter for Android,26,0,harus denda karena longgar lindung data langgan harus sih
2020-05-05 06:42:36,1257455620518789123,InvestorID,Pemerintah Tindaklanjuti Kasus Peretasan Tokopedia https://t.co/axUIgfV602 https://t.co/1SSMU7oTl2,Investor Daily,0,0,perintah tindaklanjuti kasus retas tokopedia
2020-05-05 06:42:17,1257455538947919882,luthfifadhel, https://t.co/oWUrtfk1m9,Tokopedia Twitter,0,0,
2020-05-05 06:42:05,1257455489853665281,yowishn,"@Rafinur @tashakans @tokopedia Gue juga minat ini, mayan buat koleksi",Twitter for Android,0,0,gue juga minat ini mayan buat koleksi
2020-05-05 06:41:46,1257455410329640961,kopimedia1,Tokopedia Pastikan Data Akun Aman Terlindungi Ketika Di Retas https://t.co/2rR9dXSrJU https://t.co/RGEdVmP6Yz,WordPress.com,0,0,tokopedia pasti data akun aman lindung ketika di retas
2020-05-05 06:40:45,1257455152212172800,natanaesiregar,@CNNIndonesia Cm omng gt doank anak kecil jg tau...harusny tokopedia nya di kasih sanksi donk krna lalai..dan tangkap hackernya,Twitter for Android,1,0,cm omng gt doank anak kecil jg tauharusny tokopedia nya di kasih sanksi donk krna lalaidan tangkap hackernya
2020-05-05 06:35:07,1257453733191004161,KontanNews,"Badan Siber harus turun tangan usut pembobolan data Tokopedia, ada apakah? https://t.co/Y5GnJG7KDK",Kontan Tweet,3,2,badan siber harus turun tangan usut bobol data tokopedia ada apakah
2020-05-05 06:33:39,1257453364947963905,dian_kyuri,Ini pertama kalinya saya coba pasang di toko online karena dampak covid -19 . Monggo kawan  Twitter yg mau pesan lewat link berikut agar gratis ongkir  https://t.co/kl7I44LB8E  https://t.co/0cARC1ztzh  https://t.co/tPojqQdQ9d,Twitter for Android,0,0,ini pertama kali saya coba pasang di toko online karena dampak covid 19 monggo kawan twitter yg mau pesan lewat link ikut agar gratis ongkir
2020-05-05 06:32:24,1257453051654426630,kalopunyanama,Waduuhhh..... Tokopedia lapo maneehhh toohh😞 https://t.co/XH3U43FduR,Twitter for Android,0,0,waduuhhh tokopedia lapo maneehhh toohh
2020-05-05 06:30:00,1257452446395305992,Gadgets360,"Details of 91 million Tokopedia users are reportedly up for sale for $5,000 (roughly Rs. 3.8 lakh) on the Darknet, says Data breach monitoring firm Under the Breach  https://t.co/COl47KUtBt",TweetDeck,9,3,details of 91 million tokopedia users are reportedly up for sale for 5000 roughly rs 38 lakh on the darknet says data breach monitoring firm under the breach
2020-05-05 06:26:57,1257451681442336771,emotbadut,Beralih ke shopee karna tokopedia lg rentan dan tida aman🌚,Twitter for iPhone,0,0,alih ke shopee karna tokopedia lg rentan dan tida aman
2020-05-05 06:26:46,1257451635237957632,esokpagi1,Kominfo minta Tokopedia lakukan investigasi Internal; #esokpagi #majalengka #Ferdian #iwanfals #UADdown  https://t.co/oTENw4mn5H,Twitter Web App,0,0,kominfo minta tokopedia laku investigasi internal
2020-05-05 06:25:28,1257451306853302272,wahyu0608,"@nurkrmh Mulai aja dulu, tokopedia",Twitter Web App,0,0,mulai aja dulu tokopedia
2020-05-05 06:24:46,1257451132336721929,lost_children23,"@radenrauf Yaiyalah. Orang mak gue taunya Lee minho doang, Korea dikit Lee minho, iklan kopi Lee minho, tokopedia Lee minho. Pokoknya kalo Ada orang Korea : Lee minho",Twitter for Android,0,0,yaiyalah orang mak gue tau lee minho doang korea dikit lee minho iklan kopi lee minho tokopedia lee minho pokok kalo ada orang korea lee minho
2020-05-05 06:22:18,1257450510203990023,JunMydy,@Makmur_Blues @tokopedia Waktu ditarik lama bro prosesnya?? Gk kek biasany kah??,Twitter for Android,0,0,waktu tarik lama bro proses gk kek biasany kah
2020-05-05 06:21:33,1257450320982159361,tempodotco,Kasus dugaan kebocoran data yang menimpa Tokopedia menjadi alarm ancaman dari dunia siber. https://t.co/MIBERNlBBB,dlvr.it,1,0,kasus duga bocor data yang timpa tokopedia jadi alarm ancam dari dunia siber
2020-05-05 06:21:24,1257450283036225536,BAYARDIKASIR,jual Sticker Awas Cairan Gas Mudah Terbakar ~ https://t.co/dg61iWIs7V  #jakarta #jkt #safety #rambu #industri #bisnis #pabrik #ukm,twittbot.net,0,0,jual sticker awas cair gas mudah bakar
2020-05-05 06:10:09,1257447450991898624,md_holil, https://t.co/YwDlxpBHvc,Tokopedia Twitter,0,0,
2020-05-05 06:09:09,1257447201741123591,md_holil, https://t.co/n8V5j9YyRQ,Tokopedia Twitter,0,0,
2020-05-05 06:08:05,1257446932437446658,oitob,"@TokopediaCare Ini tokopedia gak punya batas waktu untuk pengirimannya? Apa emang seperti ini peraturannya? Pembeli yg  disuruh tunggu entah sampai kapan. Tidak asa kejelasan sama sekali. Bisa aja seminggu, sebulan, setahun? Ini sudah dari tgl 28 tidak dikirim.  Cc: @MediaKonsumenID @YLKI_ID",Twitter for Android,0,1,ini tokopedia gak punya batas waktu untuk kirim apa emang seperti ini atur beli yg suruh tunggu entah sampai kapan tidak asa jelas sama sekali bisa aja minggu bulan tahun ini sudah dari tgl 28 tidak kirim cc
2020-05-05 06:05:18,1257446232382988294,midaspratama,"Barangkali memang perpisahan kita adalah ulah elit global. Informasi pribadi kita sudah mereka ketahui dari peretasan tokopedia. Nama, alamat, belanjaan yang kubeli dan kukirim ke alamatmu, tagihan-tagihanmu yang kubayar pake ovo-ku. Gila betul.",Twitter for Android,0,0,barangkali memang pisah kita adalah ulah elit global informasi pribadi kita sudah mereka tahu dari retas tokopedia nama alamat belanja yang bel dan kirim ke alamat tagihantagihanmu yang bayar pake ovoku gila betul
2020-05-05 06:03:37,1257445806606614528,akukoala,"@subtanyarl YA MAU BOKER LAH, MASA TRANSAKSI TOKOPEDIA",Twitter for Android,1,0,ya mau boker lah masa transaksi tokopedia
2020-05-05 06:03:07,1257445682325135368,mimif_04,Jual followers - Instagram - Twitter - Bukalapak - Tokopedia - Shopee Wa 0816.220.553 #followers #twitter 8,twittbot.net,0,0,jual followers instagram twitter bukalapak tokopedia shopee wa 0816220553 8
2020-05-05 06:03:07,1257445680249024512,mimif_02,Jual followers - Instagram - Twitter - Bukalapak - Tokopedia - Shopee Wa 0816.220.553 8,twittbot.net,0,0,jual followers instagram twitter bukalapak tokopedia shopee wa 0816220553 8
2020-05-05 06:03:06,1257445677673656324,mimif_01,Jual followers - Instagram - Twitter - Bukalapak - Tokopedia - Shopee Wa 0816.220.553 13,twittbot.net,0,0,jual followers instagram twitter bukalapak tokopedia shopee wa 0816220553 13
2020-05-05 06:03:00,1257445650762993666,mimif_05,Jual followers - Instagram - Twitter - Bukalapak - Tokopedia - Shopee Wa 0816.220.553 #followers #like #lfl #indonesia 8,twittbot.net,0,0,jual followers instagram twitter bukalapak tokopedia shopee wa 0816220553 8
2020-05-05 06:01:35,1257445297061535750,tribunnews,"Lakukan Investigasi Internal, Kominfo Kini Bekerja Sama dengan BSSN untuk Tangani Masalah Tokopedia. https://t.co/zvWCiSmCbT via @tribunnewswiki",Twitter Web Client,3,1,laku investigasi internal kominfo kini kerja sama dengan bssn untuk tangan masalah tokopedia via
2020-05-05 06:00:26,1257445007637852161,BillingViews,"Tokopedia, Indonesia's largest e-commerce platform, is investigating an attempted hack and claims that details of millions of its users had been leaked online. #Tokopedia #ecommerce #Indonesia #hacking https://t.co/GtAZZASTv2 https://t.co/rkYzx33Efx",WordPress.com,0,0,tokopedia indonesias largest ecommerce platform is investigating an attempted hack and claims that details of millions of its users had been leaked online
2020-05-05 06:00:24,1257444997869244416,TannerHK,"Tokopedia, Indonesia's largest e-commerce platform, is investigating an attempted hack and claims that details of millions of its users had been leaked online. #Tokopedia #ecommerce #Indonesia #hacking https://t.co/GxGPRuhdUf https://t.co/im43KTpAFl",WordPress.com,0,0,tokopedia indonesias largest ecommerce platform is investigating an attempted hack and claims that details of millions of its users had been leaked online
2020-05-05 06:00:22,1257444989770108928,tonypoulos,"Tokopedia, Indonesia's largest e-commerce platform, is investigating an attempted hack and claims that details of millions of its users had been leaked online. #Tokopedia #ecommerce #Indonesia #hacking https://t.co/bSwPbo9FgK https://t.co/qeJs2s1itA",WordPress.com,1,0,tokopedia indonesias largest ecommerce platform is investigating an attempted hack and claims that details of millions of its users had been leaked online
2020-05-05 06:00:20,1257444980702023681,DisruptiveAsia,"Tokopedia, Indonesia's largest e-commerce platform, is investigating an attempted hack and claims that details of millions of its users had been leaked online. #Tokopedia #ecommerce #Indonesia #hacking https://t.co/dnNjp5G7UT https://t.co/x1sWmIA8Ke",WordPress.com,0,0,tokopedia indonesias largest ecommerce platform is investigating an attempted hack and claims that details of millions of its users had been leaked online
2020-05-05 06:00:03,1257444911261065218,SayHeiYu,"91 Juta Data Pengguna Tokopedia Diduga Bocor, Buruan Ganti Password! https://t.co/IcV4zcD3O3",SayHeiYu Autotweet,0,0,91 juta data guna tokopedia duga bocor buru ganti password
2020-05-05 05:59:11,1257444693383827463,vigie__,@nelisendangs @TokopediaCare @tokopedia Emang saldo yg hilang berapa mbak?,Twitter for Android,0,0,emang saldo yg hilang berapa mbak
2020-05-05 05:57:05,1257444165090148358,akubacadotcom,@AlbaabRdprtma Sini  Silakan. Bisa dipesan di https://t.co/KTxySiJ1TV  WA &gt;&gt;https://t.co/DhieC8XXAO Shopee &gt;&gt;https://t.co/SQPS6Gr9sh Tokped &gt;&gt;https://t.co/WzRkPmre5j,Twitter for Android,0,0,sini sila bisa pes di wa gtgt shopee gtgt tokped gtgt
2020-05-05 05:55:23,1257443737724125184,akubacadotcom,Selengkapnya dalam Geez &amp; Ann 3.   Dapatkan di https://t.co/KTxySiJ1TV WA &gt;&gt;https://t.co/DhieC8XXAO Shopee &gt;&gt;https://t.co/SQPS6Gr9sh Tokped &gt;&gt;https://t.co/WzRkPmre5j https://t.co/WmujVrM25c,Twitter for Android,15,0,lengkap dalam geez amp ann 3 dapat di wa gtgt shopee gtgt tokped gtgt
2020-05-05 05:51:46,1257442825572155393,suharto_irh,"@bareksacom bila aku daftar bareksa melalui tokopedia, apakah Password nya sama dengan Password tokopedia?",Twitter for Android,0,0,bila aku daftar bareksa lalu tokopedia apakah password nya sama dengan password tokopedia
2020-05-05 05:50:42,1257442556104802307,HyuuGaby,@Anas_Krey @yustikarmdhn @in_makiy @Fantasizeee @rifqiwhd @pandainnebraska @tubbirfess @tokopedia i stan u mbaaakk 😍😍,Twitter for Android,0,0,i stan u mbaaakk
2020-05-05 05:49:01,1257442134887710726,aiyutenann,@Ieehayie Di tokopedia,Twitter for Android,0,0,di tokopedia
2020-05-05 05:48:30,1257442002389610496,HyuuGaby,@tubbirfess @tokopedia Di aku nggak dong heheh :) semoga tokped bisa nanganin masalah ini deh :( aku nabung emas di sana soalnya 🥺🥺 https://t.co/iQb7RNg7sz,Twitter for Android,0,0,di aku nggak dong heheh moga tokped bisa nanganin masalah ini deh aku nabung emas di sana soal
2020-05-05 05:47:44,1257441812127649792,IndiHome,"@hennylau95 Kak Henny, mohon maaf atas ketidaknyamanannya. Mary informasikan silahkan menggunakan metode pembayaran yang lain ya seperti melalui Alfamart, Indomaret, Tokopedia, Gojek, Traveloka dan lain-lain. Silahkan dilakukan secara berkala ya Kak. Terima kasih -Mary",Twitter Web App,0,0,kak henny mohon maaf atas ketidaknyamanannya mary informasi silah guna metode bayar yang lain ya seperti lalu alfamart indomaret tokopedia gojek traveloka dan lainlain silah laku cara kala ya kak terima kasih mary
2020-05-05 05:42:19,1257440447246610433,DhuhaAprilianto,JUAL BERMACAM-MACAM MUKENA  Subsidi ongkos kirim sampai 40K 👇🏻👇🏻👇🏻  https://t.co/OHohOqFUzu  Numpang hastag #ShopeeID #Tokopedia #TokopediaXBTS #bukalapak #tokped Tokped Bukalapak #Retweet JUAL RUGI #Mutualankuy #zonabu #zonauang #Shopeetanam Tokopedia #dalgonacoffee Shopee,Twitter for Android,2,0,jual bermacammacam mukena subsidi ongkos kirim sampai 40k numpang hastag tokped bukalapak jual rugi tokopedia shopee
