tweet_time,tweet_id,username,tweet_text,source,favourite,retweet,clean
2020-05-06 06:56:36,1257821527858245635,9590a03dfb1340c,https://t.co/Cs9QDqT7Ox,Twitter Web Client,0,0,
2020-05-06 06:55:30,1257821250963062784,public_figuran,Admin tokopedia dan admin bukalapak. https://t.co/Pv7TOmfevu,Twitter for iPhone,0,0,admin tokopedia dan admin bukalapak
2020-05-06 06:49:23,1257819714924892160,therealcha90,"@GilangHamidy @underthebreach @tokopedia Mau tanya dong kak, yg masalah data bocor tokopedia. Td baca2 threadnya kk tp msh takut aja gt. Kalo loginnya pake nomer hp gmn ya?kan gaada psswd nya. Kira2 aman ga ya?",Twitter for Android,0,0,mau tanya dong kak yg masalah data bocor tokopedia td baca2 threadnya kk tp msh takut aja gt kalo loginnya pake nomer hp gmn yakan gaada psswd nya kira2 aman ga ya
2020-05-06 06:48:27,1257819480635236353,tutbekfaktori,#DonaSale #BelanjaDariRumahAja #LawanCoronaSebijaknya #IndonesiaLawanCorona https://t.co/4IBhCyi9GQ,Twitter for Android,0,0,
2020-05-06 06:47:57,1257819354059599873,tutbek,#DonaSale #BelanjaDariRumahAja #LawanCoronaSebijaknya #IndonesiaLawanCorona  https://t.co/sy2rhH7r77,Twitter for Android,0,0,
2020-05-06 06:44:07,1257818387062812672,Jinworld92,"Tanya dong. Ada nggak yang punya pengalaman beli smartphone di online store kayak Official Store di Blibli atau Lazada, Tokopedia, etc? Aman nggak sih? terus kondisi barangnya saat sampai gimana? Ini udh baca ulasan tapi masih ragu, entah kenapa",Twitter Web App,0,0,tanya dong ada nggak yang punya alam beli smartphone di online store kayak official store di blibli atau lazada tokopedia etc aman nggak sih terus kondisi barang saat sampai gimana ini udh baca ulas tapi masih ragu entah kenapa
2020-05-06 06:39:54,1257817328483307520,halimakibb,@bondanbhaskara https://t.co/6eRqBlvfPt,Twitter Web App,0,0,
2020-05-06 06:39:29,1257817220547149829,rumahidea,"Selama pnademi,  kinerja @tokopedia agak lemot,  terutama respon para penjualnya super lemot dan cenderung acuh.  Ditambah lagi pengiriman yang dilakukan oleh @JNECare juga slow respon.  Jadi utk sentara aku akan tahan belanja online ahhh...  #COVID19",Twitter Web App,0,0,lama pnademi kerja agak lot utama respon para jual super lot dan cenderung acuh tambah lagi kirim yang laku oleh juga slow respon jadi utk sentara aku akan tahan belanja online ahhh
2020-05-06 06:35:11,1257816141717594112,DIMBDIP,saya salah satu yang suka dengan operasional macbook air. Karena simple dan bisa diatur untuk lebih memudahkan lagi. https://t.co/W7agz2mq86,Tokopedia Twitter,0,0,saya salah satu yang suka dengan operasional macbook air karena simple dan bisa atur untuk lebih mudah lagi
2020-05-06 06:34:56,1257816077402124288,YamayaT,インドネシアのTokopediaで見つけたナイキロゴの松竹梅。優秀な服が多くあゐ https://t.co/NzvCbl1GEZ,Twitter Web App,550,219,tokopedia
