tweet_time,tweet_id,username,tweet_text,source,favourite,retweet,clean
5/4/2020 6:57,1.2571E+18,Bobby_obi,@secgron Apa ini ada hubungannya dengan buka dompet yg dulu jebol? Ada transaksi nggak jelas di @bukalapak ÅEÅE§ÅEÅEÅE§ÅE https://t.co/34vUdMwxdo,Twitter for iPhone,0,0,apa ini ada hubung dengan buka dompet yg dulu jebol ada transaksi nggak jelas di
5/4/2020 6:56,1.2571E+18,revansyah09,"@Asknonym Itu gimana ya aku yg kena bukalapak, dusmash pdhl ga install aplikasinya",Twitter for iPhone,0,0,itu gimana ya aku yg kena bukalapak dusmash pdhl ga install aplikasi
5/4/2020 6:56,1.2571E+18,dwiagusteena,"@kecoamandi @xbangbudi @secgron Bukalapak bocor udah lama kalo ga salah. Soalnya banyak seller yg suka kena pishing ato ditawarin produk aneh2, tapi mungkin ga terlalu kepublish",Twitter Web App,0,0,bukalapak bocor udah lama kalo ga salah soal banyak seller yg suka kena pishing ato ditawarin produk aneh2 tapi mungkin ga terlalu kepublish
5/4/2020 6:56,1.2571E+18,karaage_zahu,Tapi tokped q gak leaked sih (malah bukalapak 2 thn lalu),Twitter for Android,0,0,tapi tokped q gak leaked sih malah bukalapak 2 thn lalu
5/4/2020 6:55,1.2571E+18,yangtadimalam,"@satriaoo Sama mas, saya juga bukalapak tanggal segitu https://t.co/m1ZDSwJltG",Twitter for Android,0,0,sama mas saya juga bukalapak tanggal segitu
5/4/2020 6:50,1.2571E+18,Bobby_obi,@secgron Apa itu EyeEm?? gapernah pake EyeEm ÅEÅEÅEÅEKena di Bukalapak juga nih https://t.co/1uryeZi8Qm,Twitter for iPhone,0,0,apa itu eyeem gapernah pake eyeem kena di bukalapak juga nih
5/4/2020 6:49,1.2571E+18,Indra_Apr11,"@lalalasiapahayo @Asknonym Sama, padahal gk pernah buka bukalapak",Twitter Web App,0,0,sama padahal gk pernah buka bukalapak
5/4/2020 6:49,1.25709E+18,magicsnxw,@ibighitfess pdhl ak g prnh download bukalapak.. https://t.co/07h6MRiI1U,Twitter for Android,0,0,pdhl ak g prnh download bukalapak
5/4/2020 6:46,1.25709E+18,geztu,"Fiyuuuuh... sejauh ini akun utama Aman pdhl ngelink ke bukalapak, shopee, dan lainnya ÅEÅEÅEÅE mungkin aku hanya remahan semesta ÅEÅEÅEÅE https://t.co/Abyt9cymge",Twitter for iPhone,1,0,fiyuuuuh jauh ini akun utama aman pdhl ngelink ke bukalapak shopee dan lain mungkin aku hanya remah semesta
5/4/2020 6:46,1.25709E+18,avenxger,"@Asknonym Bukalapak juga, dumbsmes, canva",Twitter for iPhone,0,0,bukalapak juga dumbsmes canva
5/4/2020 6:45,1.25709E+18,syaqilasalwa12,@waluuy @bukalapak @BukaBantuan Mandiri dari kmrn pending mulu,Twitter Web App,0,0,mandiri dari kmrn pending mulu
5/4/2020 6:45,1.25709E+18,panchopad,"encabezado: @Mackie_2704: 'Akibat Bukalapak sembarangan.. Monyet kaga #LulusJalurCorona ' https://t.co/7LG88aNpCP, see more https://t.co/qgzAAKDP8K",The Tweeted Times,0,0,encabezado akibat bukalapak sembarang monyet kaga see more
5/4/2020 6:44,1.25709E+18,praksarayoga,@bukalapak Hee gitu.,Twitter for Android,0,0,hee gitu
5/4/2020 6:44,1.25709E+18,syaqilasalwa12,@waluuy @bukalapak @BukaBantuan Mandiri kan kak itu wd nya??,Twitter Web App,0,0,mandiri kan kak itu wd nya
5/4/2020 6:43,1.25709E+18,micin_gurihya,"Ngecek ini kebobol bukalapak, dubsmash ama canva ÅEÅEÅEÅE https://t.co/JY8RJvsnfz",Twitter for iPhone,0,0,ngecek ini bobol bukalapak dubsmash ama canva
5/4/2020 6:43,1.25709E+18,saucellas,@Asknonym kena bukalapak n edmodo,Twitter for Android,0,0,kena bukalapak n edmodo
5/4/2020 6:41,1.25709E+18,tebeeehacep,"@Asknonym Canva, zoomato, edmodo, bukalapak, tokopedia. Itu yang gua tau pernah kejebol datanya.",Twitter for Android,0,0,canva zoomato edmodo bukalapak tokopedia itu yang gua tau pernah jebol data
5/4/2020 6:41,1.25709E+18,karsrubyjane,"@Asknonym gue kena tokped, bukalapak, edmodo, dubsmash, canva monang",Twitter for Android,0,0,gue kena tokped bukalapak edmodo dubsmash canva monang
5/4/2020 6:40,1.25709E+18,ciiiiiiiiittttt,"@itsmekukka Tokped sih aman, tapi bukalapak sama canva kebobolan data ÅEÅEÅEÅE",Twitter for Android,0,0,tokped sih aman tapi bukalapak sama canva bobol data
5/4/2020 6:37,1.25709E+18,aphroditan_,"@Asknonym Gue kena canva, bukalapak sama dubsmash",Twitter for Android,0,0,gue kena canva bukalapak sama dubsmash
5/4/2020 6:36,1.25709E+18,mvhammadhafiz,"@faqihuab @syasyayayay @underthebreach @tokopedia karena bukalapak juga pernah kejadian kayak tokopedia bang, 2018 yang lalu itu kejadiannya. sekarang tokopedia yang kena",Twitter for iPhone,0,0,karena bukalapak juga pernah jadi kayak tokopedia bang 2018 yang lalu itu jadi sekarang tokopedia yang kena
5/4/2020 6:36,1.25709E+18,skawngirlz,@Asknonym ak kena bukalapak sama canvaÅEÅEÅE≠,Twitter for iPhone,0,0,ak kena bukalapak sama canva
5/4/2020 6:35,1.25709E+18,FlenikaMaia,"@DavidDerot @BukaBantuan sudah kak, aman kok akun bukalapak saya, tidak kena hack. bagaimana cara menghapus akun bukalapak ya kak?",Twitter Web App,0,0,sudah kak aman kok akun bukalapak saya tidak kena hack bagaimana cara hapus akun bukalapak ya kak
