tweet_time,tweet_id,username,tweet_text,source,favourite,retweet,clean
2020-05-04 06:59:43,1257097539456659456,Sirinan_Dow,แดนซ์ไปกับน้องโชกี้ แจกฟรีทุกวัน! Shopee coins และโค้ดส่งฟรี https://t.co/Gkmj7UuIM3 https://t.co/SDQTvpKrbp,Twitter for Android,0,0,shopee coins
2020-05-04 06:59:41,1257097531265171456,gummyberina,@orbitandgravity W atut liat di shopee gatau yg trusted yg mana........ ntr liat2 review dlu dee,Twitter for iPhone,0,0,w atut liat di shopee gatau yg trusted yg mana ntr liat2 review dlu dee
2020-05-04 06:59:38,1257097516396371968,ThanapitDhamma3,"ขาย แผ่นกรองอากาศแอมเวย์1Air filter Amway 1(Hepa+carbon)2แผ่น(ขนาดพอดีเป๊ะ) ในราคา ฿2,690 ซื้อได้ในแอป Shopee ตอนนี้เลย! https://t.co/tX7lYLLwDi https://t.co/Dh060a69JV",Twitter for Android,0,0,1air filter amway 1hepacarbon2 2690 shopee
2020-05-04 06:59:33,1257097497651998722,AbiSatriaPasya,Saya menjual Small crescen... seharga Rp28.000. Dapatkan produk ini hanya di Shopee! https://t.co/l21ZwvBSie #ShopeeID https://t.co/3fPgTJiHK7,Shopee_ID,0,0,saya jual small crescen harga rp28000 dapat produk ini hanya di shopee
2020-05-04 06:59:22,1257097451934068736,i_way25,Saya menjual Hijab Bayi Mo... seharga Rp16.680. Dapatkan produk ini hanya di Shopee! https://t.co/6yAMyBX9Zc #ShopeeID https://t.co/7USdvx5NwC,Shopee_ID,0,0,saya jual hijab bayi mo harga rp16680 dapat produk ini hanya di shopee
2020-05-04 06:59:10,1257097398993604608,cindylestarim,@GAMEREFF https://t.co/85raq43kUu,Twitter for Android,0,0,
2020-05-04 06:58:49,1257097309982044160,selaisalak,@AboutPreloved Ada shopee?,Twitter for Android,0,0,ada shopee
2020-05-04 06:58:45,1257097293901082624,AbiSatriaPasya,Saya menjual Tea time cani... seharga Rp98.000. Dapatkan produk ini hanya di Shopee! https://t.co/arK6OrawlE #ShopeeID https://t.co/m7BDxKEZcL,Shopee_ID,0,0,saya jual tea time cani harga rp98000 dapat produk ini hanya di shopee
2020-05-04 06:58:41,1257097276830425090,beariep,ช่วยรดน้ำให้เราหน่อย! #ShopeeFarmFromHome #รดมารดกลับ https://t.co/DhLFZHk45w https://t.co/l6NLNF6LKn,Shopee_TH,0,0,
2020-05-04 06:58:36,1257097255540019204,akivon21,maaf yang tadi keapuss ini link nya yaaa👇👇 https://t.co/FkYEmhk3hR https://t.co/HyajbRDFed,Twitter for Android,0,0,maaf yang tadi keapuss ini link nya yaaa
2020-05-04 06:58:35,1257097252708876288,wretnow,@ikornicss aku liat kamu ngetwit ginian pas check shopee ternyata lagi diskon jadi pengenn,Twitter for Android,0,0,aku liat kamu ngetwit ginian pas check shopee nyata lagi diskon jadi pengenn
2020-05-04 06:58:32,1257097241988231169,stopberry,"@sukasaostomat SAMAAA BGTTT tapi ak bukan lewat shopee sih, di sicepat gitu. ak pantau terus resinya masih dijakut muluuuu pdhl dah seminggu dikirim 😞",Twitter for Android,0,0,samaaa bgttt tapi ak bukan lewat shopee sih di sicepat gitu ak pantau terus resi masih dijakut muluuuu pdhl dah minggu kirim
