tweet_time,tweet_id,username,tweet_text,source,favourite,retweet,clean
2020-05-02 06:59:54,1256372810173177859,aziziqiz,I'm selling Books| Bayangan Clarissa – Ahmad A... for RM19.40. Get it on Shopee now! https://t.co/buDbk64IdB #ShopeeMY https://t.co/JsWGjkJe51,Shopee_MY,0,0,im selling books bayang clarissa ahmad a for rm1940 get it on shopee now
2020-05-02 06:59:52,1256372798471065600,baconbyn,@hwcngmogu @bravpunzkh y'all siramin shopee tanam gue bcs why not 😔 Bantu siram tanamanku. Kamu juga bisa panen THR total 10M di Shopee sekarang! https://t.co/t0ZxrQf1Qj,Twitter for Android,0,2,yall siramin shopee tanam gue bcs why not bantu siram tanam kamu juga bisa panen thr total 10m di shopee sekarang
2020-05-02 06:59:27,1256372696520114176,AdaKikii,@nailiyau ramuten shopee tanammu ae px wkwk,Twitter for Android,0,0,ramuten shopee tanam ae px wkwk
2020-05-02 06:59:22,1256372676265828352,atomicjakkee,แดนซ์ไปกับน้องโชกี้ แจกฟรีทุกวัน! Shopee coins และโค้ดส่งฟรี https://t.co/f6GP1VBz5B https://t.co/jnMVhazoCJ,Shopee_TH,0,0,shopee coins
2020-05-02 06:59:16,1256372647178301440,NAchalaya,แดนซ์ไปกับน้องโชกี้ แจกฟรีทุกวัน! Shopee coins และโค้ดส่งฟรี https://t.co/sHNGsMasDA https://t.co/lWwF86Vi9n,Twitter for Android,0,0,shopee coins
2020-05-02 06:59:13,1256372637934039040,Rmiansinaga,Auto SIRAM BALIK 💋 Bantu siram tanamanku. Kamu juga bisa panen THR total 10M di Shopee sekarang! https://t.co/rIFEE5rSAy #Shopeetanam #ShopeeTHRChallenge #ShopeeDariRumah #shopeetanamkilat #Shopee #shopeTHR10 #siramtanaman #shopee https://t.co/uJGC9r7YUc,Twitter for Android,0,0,auto siram balik bantu siram tanam kamu juga bisa panen thr total 10m di shopee sekarang
2020-05-02 06:59:06,1256372607676370944,RacunBelanja,Diskon Inez di Shopee Klaim voucher toko diskon 20rb min. belanja 30rb Cashback 15rb dari voucher Hot Brands Gratis ongkir minimal pembelian 30rb Lokasi toko di Malang  Link Inez Shopee: https://t.co/WVwOloUkQy https://t.co/4m8lITULpt,Twitter for Android,22,4,diskon inez di shopee klaim voucher toko diskon 20rb min belanja 30rb cashback 15rb dari voucher hot brands gratis ongkir minimal beli 30rb lokasi toko di malang link inez shopee
2020-05-02 06:58:44,1256372514416062466,aziziqiz,I'm selling [BC] #About Love (Bahasa Melayu) –... for RM12.61. Get it on Shopee now! https://t.co/QtVobPj7oK #ShopeeMY https://t.co/lJGZ7p1G0H,Shopee_MY,0,0,im selling bc love bahasa melayu for rm1261 get it on shopee now
2020-05-02 06:58:19,1256372408438501376,loveyoubbycu,@GAMEREFF https://t.co/jKiDt33mhh,Twitter for Android,0,0,
2020-05-02 06:58:13,1256372386934321153,ZulfaniaDina,Bantu siram tanamanku. Kamu juga bisa panen THR total 10M di Shopee sekarang! https://t.co/MefVyjVrEj https://t.co/REFTxUZpGF,Twitter for Android,0,0,bantu siram tanam kamu juga bisa panen thr total 10m di shopee sekarang
2020-05-02 06:58:12,1256372378763812864,auroraaaa10,"@YUWIN_myheart @GAMEREFF udah panen, sirbal yaa https://t.co/8sq24KFfdj",Twitter for iPhone,0,0,udah panen sirbal yaa
2020-05-02 06:58:11,1256372375198679040,_jeongjaehyeon_,@GAMEREFF https://t.co/ykJ3VUI6aF,Twitter for Android,0,0,
2020-05-02 06:58:04,1256372345180053504,ehapasihlupa,"@atmospearl @rlthingy di shopee, amelie_butik",Twitter for Android,1,0,di shopee ameliebutik
2020-05-02 06:57:53,1256372300057726976,NAchalaya,"ปาเข้าเป้า เหมารางวัล! แจกทุกวันกับ 65,000 Shopee Coins #ShopeeThrow   https://t.co/wldepEgktt https://t.co/ta0zgp0kmy",Twitter for Android,0,0,65000 shopee coins
2020-05-02 06:57:44,1256372262719991808,auroraaaa10,@GAMEREFF auto sirbal gais  https://t.co/8sq24KFfdj,Twitter for iPhone,0,0,auto sirbal gais
2020-05-02 06:57:41,1256372251923869696,Bowie2601,ช่วยรดน้ำให้เราหน่อย! #ShopeeFarmFromHome #รดมารดกลับ https://t.co/5AzIHAkyir https://t.co/wYn6r5AJ98,Twitter for Android,0,0,
2020-05-02 06:57:38,1256372237466169344,brownieskukuz,@GAMEREFF https://t.co/setpEghH8q,Twitter for Android,0,0,
2020-05-02 06:57:37,1256372235356344321,ilyichilsquad,https://t.co/G4WUtHRDuP sirammmm,Twitter for Android,0,0,sirammmm
2020-05-02 06:57:31,1256372209288790021,bendaharahima,@GAMEREFF https://t.co/jmRdoX1zr1,Twitter for Android,0,0,
2020-05-02 06:57:19,1256372160500645888,aprieika,Saya menjual Sambal Jawa S... seharga Rp27.000. Dapatkan produk ini hanya di Shopee! https://t.co/SMsGhxx65I #ShopeeID https://t.co/tpl0BKwXr2,Shopee_ID,0,0,saya jual sambal jawa s harga rp27000 dapat produk ini hanya di shopee
2020-05-02 06:57:10,1256372119828459521,blooelight,@GAMEREFF https://t.co/aAGX7H3tRH,Twitter Web App,0,0,
2020-05-02 06:57:04,1256372096415891456,widya101118,Bantu siram tanamanku. Kamu juga bisa panen THR total 10M di Shopee sekarang! https://t.co/IblHlON5iF https://t.co/WvhHul3fQR,Twitter for Android,0,0,bantu siram tanam kamu juga bisa panen thr total 10m di shopee sekarang
2020-05-02 06:56:56,1256372061716361216,GOT7sale,WTS  WANNA-ONE KANG DANIEL DOLL WINTER Store  Price : cek shopee / dm ( USD )  #wannaonedoll #kangdanieldoll #winterstoredoll https://t.co/KLvmzzJ4YQ,twittbot.net,0,0,wts wannaone kang daniel doll winter store price cek shopee dm usd
2020-05-02 06:56:52,1256372045014683650,bendaharahima,@GAMEREFF https://t.co/jmRdoX1zr1,Twitter for Android,0,0,
2020-05-02 06:56:51,1256372041504063488,nunina13,แดนซ์ไปกับน้องโชกี้ แจกฟรีทุกวัน! Shopee coins และโค้ดส่งฟรี https://t.co/Vk5Mva7ApP https://t.co/3ap7sXZ1qg,Twitter for Android,0,0,shopee coins
2020-05-02 06:56:48,1256372028925345793,Aronpertaje,I'm selling (READY STOCK) REDMI 6/6A ORIGINAL S... for RM9.90. Get it on Shopee now! https://t.co/RqwqnSt6TN #ShopeeMY https://t.co/l08jF2GMZP,Shopee_MY,0,0,im selling ready stock redmi 66a original s for rm990 get it on shopee now
2020-05-02 06:56:48,1256372028111757314,SyiqinF,"Betul dia serupa macam shopback, banyak kedai-kedai online yang ada boleh pilih nak section apa.  Cthnya; SHOPEE, LADAZA, SEPHORA, MAS, AGODA, HERMO, WATSON, SENHENG, EXPEDIA dan banyak lagi. https://t.co/PCzmwm7hYH",Twitter for iPhone,0,0,betul dia rupa macam shopback banyak kedaikedai online yang ada boleh pilih nak section apa cthnya shopee ladaza sephora mas agoda hermo watson senheng expedia dan banyak lagi
2020-05-02 06:56:44,1256372011456098304,renjuunberry,@ncitybase_ shopee,Twitter for Android,0,0,shopee
2020-05-02 06:56:40,1256371995454783488,itsmeciyi,@FOODFESS2 SEKALI LAGI SUSU OSAMILK DI SHOPEE BANYAK TERUS NYEMIL GO POTATO,Twitter for iPhone,1,0,sekali lagi susu osamilk di shopee banyak terus nyemil go potato
2020-05-02 06:56:31,1256371956418396160,anzasalailaa,@GAMEREFF https://t.co/LBkbhVpjik,Twitter for Android,0,0,
2020-05-02 06:56:24,1256371927842582528,hilmimia,@GAMEREFF https://t.co/22JIVgSgua yuyuyu sirbal on notif,Twitter for Android,0,0,yuyuyu sirbal on notif
2020-05-02 06:56:05,1256371848062763008,gudgirlsssss,Ayolah saling siram ✨   https://t.co/6oEGedVxY2,Twitter for iPhone,0,0,ayo saling siram
2020-05-02 06:56:04,1256371845831340033,taegyulgyul,"@justbewithyouu cd blm prnh di play, bisa cek shopee @/taegyulie ya untuk detailnya^^",Twitter for Android,0,0,cd blm prnh di play bisa cek shopee ya untuk detail
2020-05-02 06:56:03,1256371838600372225,Scorpiosctzn,@GAMEREFF Ayoooo  https://t.co/ISvQTg9910,Twitter for Android,0,0,ayoooo
2020-05-02 06:55:51,1256371790558883841,Araaraa19,Bantu siram tanamanku. Kamu juga bisa panen THR total 10M di Shopee sekarang! https://t.co/7OzIMnQQFO https://t.co/2A7Fvqkk8T,Twitter for Android,0,0,bantu siram tanam kamu juga bisa panen thr total 10m di shopee sekarang
2020-05-02 06:55:51,1256371788889460736,fahmikun_,@AzimGamers itu shopee 11.11,Twitter for iPhone,1,0,itu shopee 1111
2020-05-02 06:55:46,1256371770166177792,Muay_mueanlee,แดนซ์ไปกับน้องโชกี้ แจกฟรีทุกวัน! Shopee coins และโค้ดส่งฟรี https://t.co/e3aAc9qqTa https://t.co/szt5YeN6zN,Twitter for Android,0,0,shopee coins
2020-05-02 06:55:38,1256371734535483392,Aroha_fess,-roha WTS astro dream pt.1 ada moonbin set day version sama eunwoo rocky monbin night ver nih bisa cek kesini https://t.co/0KyoJvz5ME 🥺👉🏻👈🏻,Twitter for Android,7,2,roha wts astro dream pt1 ada moonbin set day version sama eunwoo rocky monbin night ver nih bisa cek kesini
2020-05-02 06:55:37,1256371731180032000,imspecial_LKSoo,Bantu siram tanamanku. Kamu juga bisa panen THR total 10M di Shopee sekarang! https://t.co/BaCldN6xF1 https://t.co/4Fc9iZtYYM,Shopee_ID,0,0,bantu siram tanam kamu juga bisa panen thr total 10m di shopee sekarang
2020-05-02 06:55:32,1256371710745391104,korean_shine,[PO] Keyring / Keychain / Gantungan Kunci Face (Muka) Blackpink | IDR 15rb Katalog lain cek thread di Likes / LINE / Shopee https://t.co/hFWy7eEC7k,twittbot.net,0,0,po keyring keychain gantung kunci face muka blackpink idr 15rb katalog lain cek thread di likes line shopee
2020-05-02 06:55:11,1256371620786008064,ddandelione,suka banget scroll shopee tp nga beli,Twitter for iPhone,1,0,suka banget scroll shopee tp nga beli
