tweet_time,tweet_id,username,tweet_text,source,favourite,retweet,clean
2020-05-02 06:59:58,1256372826828750848,alieflutfy,"Ada Kupon THR 1 Juta dari Muhammad Alief Lutfy nih buat lengkapi kebutuhan Ramadan dari rumah! Yuk, klik link ini supaya kamu dan dia bisa gunakan kuponnya tanggal 4-5 Mei 2020! https://t.co/UFBFnObEff",Twitter for iPhone,0,0,ada kupon thr 1 juta dari muhammad alief lutfy nih buat lengkap butuh ramadan dari rumah yuk klik link ini supaya kamu dan dia bisa guna kupon tanggal 45 mei 2020
2020-05-02 06:58:02,1256372337995210753,indrakonstantin,@lipat_kasur Kklik blik kk! https://t.co/36YwAwJtaH,Twitter for Android,0,0,kklik blik kk
2020-05-02 06:56:59,1256372075708612608,indrakonstantin,@tbhidayat9 Klik blik! https://t.co/36YwAwJtaH,Twitter for Android,0,0,klik blik
2020-05-02 06:56:48,1256372029692862464,Bocil420,Madu Sumbawa aselinya ada manis dan pahit. Bisa di order via Tokopedia dan wa 088214696882 Silahkan dipesan https://t.co/6IWAUUkkBn https://t.co/5GgzXjocu5,Twitter for Android,1,0,madu sumbawa aselinya ada manis dan pahit bisa di order via tokopedia dan wa 088214696882 silah pes
2020-05-02 06:56:24,1256371926722686976,zainnnihsan,@wordfangs •Robusta Dampit . bisa dalam bentuk beans maupun sudah grind..  10ribu 70gr •Cascara (teh kulit cherry kopi)  10ribu 50gr. Pesan melalui direct message atau tokopedia : ratjiknusantara lokasi kami di surabaya. Terimakasih.. https://t.co/zsvspyhUhw,Twitter for Android,0,0,robusta dampit bisa dalam bentuk beans maupun sudah grind 10ribu 70gr cascara teh kulit cherry kopi 10ribu 50gr pesan lalu direct message atau tokopedia ratjiknusantara lokasi kami di surabaya terimakasih
2020-05-02 06:52:13,1256370875407843329,indrakonstantin,@SurantaBudi Klik blik y https://t.co/36YwAwJtaH,Twitter for Android,0,0,klik blik y
2020-05-02 06:51:32,1256370704242536448,indrakonstantin,"Ada Kupon THR 1 Juta dari adeindra sutomo nih buat lengkapi kebutuhan Ramadan dari rumah! Yuk, klik link ini supaya kamu dan dia bisa gunakan kuponnya tanggal 4-5 Mei 2020! https://t.co/36YwAwJtaH",Twitter for Android,0,0,ada kupon thr 1 juta dari adeindra sutomo nih buat lengkap butuh ramadan dari rumah yuk klik link ini supaya kamu dan dia bisa guna kupon tanggal 45 mei 2020
2020-05-02 06:49:35,1256370212217094144,indrakonstantin,@dfabinnn Klik blik y https://t.co/36YwAwJtaH,Twitter for Android,0,0,klik blik y
2020-05-02 06:48:40,1256369980221698048,oceanorrrr,@rlthingy Di Tokopedia saja wkwkk,Twitter for Android,0,0,di tokopedia saja wkwkk
2020-05-02 06:48:35,1256369961825517569,aerunman,@rlthingy TOKOPEDIA SAJA   ksl bgt pertanyaannya😭,Twitter for Android,0,0,tokopedia saja ksl bgt tanya
2020-05-02 06:45:56,1256369295543529472,SelviiAmelia,"Ada Kupon THR 1 Juta dari Selpi amelia nih buat lengkapi kebutuhan Ramadan dari rumah! Yuk, klik link ini supaya kamu dan dia bisa gunakan kuponnya tanggal 4-5 Mei 2020! https://t.co/7s5fdUqnqf",Twitter for Android,0,0,ada kupon thr 1 juta dari selpi amelia nih buat lengkap butuh ramadan dari rumah yuk klik link ini supaya kamu dan dia bisa guna kupon tanggal 45 mei 2020
2020-05-02 06:45:31,1256369189687709696,indrakonstantin,Bantuin dong! https://t.co/36YwAwJtaH,Twitter for Android,0,0,bantuin dong
2020-05-02 06:42:23,1256368398939746304,berhijabmerah,"@ganghwacho23 Gegara Corona bisnis travel gue jd off. Situasi yambah parah krn penimbun masker kyk mba.   Yaudh skrg aku jualan makanan aja. Semuanya aku yg bikin, order via wa ke https://t.co/z8bju0zwgh or https://t.co/Zm3CNCNL3j monggo dilarisi ya gaes https://t.co/Y5rJPIwdm4",Twitter for Android,50,22,gegara corona bisnis travel gue jd off situasi yambah parah krn timbun masker kyk mba yaudh skrg aku jual makan aja semua aku yg bikin order via wa ke or monggo laris ya gaes
2020-05-02 06:41:24,1256368151282872320,BudzPrasetyo,"Ada Kupon THR 1 Juta dari Budi Prasetyo nih buat lengkapi kebutuhan Ramadan dari rumah! Yuk, klik link ini supaya kamu dan dia bisa gunakan kuponnya tanggal 4-5 Mei 2020! https://t.co/Dv7JIK5XXD @TokopediaCare",Twitter for Android,0,0,ada kupon thr 1 juta dari budi prasetyo nih buat lengkap butuh ramadan dari rumah yuk klik link ini supaya kamu dan dia bisa guna kupon tanggal 45 mei 2020
2020-05-02 06:40:36,1256367950237323264,Jeonhusnull,@tokopedia SUMANGKOOK = SUMATERA JUNGKOOK😆🤣 #RIAU💪,Twitter for Android,0,0,sumangkook sumatera jungkook
2020-05-02 06:40:01,1256367806406262784,IniMasAldi,"Ada Kupon THR 1 Juta dari Aldi nih buat lengkapi kebutuhan Ramadan dari rumah! Yuk, klik link ini supaya kamu dan dia bisa gunakan kuponnya tanggal 4-5 Mei 2020! https://t.co/W8NXV50EbN",Twitter for Android,0,0,ada kupon thr 1 juta dari aldi nih buat lengkap butuh ramadan dari rumah yuk klik link ini supaya kamu dan dia bisa guna kupon tanggal 45 mei 2020
2020-05-02 06:38:36,1256367450024599552,indrakonstantin,@baetifful Klik blik https://t.co/36YwAwJtaH,Twitter for Android,0,0,klik blik
2020-05-02 06:38:34,1256367438339268609,Yang_Tampan,https://t.co/gZGAbgeuD9,Twitter for Android,0,0,
2020-05-02 06:38:24,1256367396413038593,harunhaha,"Ada Kupon THR 1 Juta dari Harun Abdul Aziz Ekaputra nih buat lengkapi kebutuhan Ramadan dari rumah! Yuk, klik link ini supaya kamu dan dia bisa gunakan kuponnya tanggal 4-5 Mei 2020! https://t.co/8Q4fJbbZ7k",Twitter for Android,0,0,ada kupon thr 1 juta dari harun abdul aziz ekaputra nih buat lengkap butuh ramadan dari rumah yuk klik link ini supaya kamu dan dia bisa guna kupon tanggal 45 mei 2020
