tweet_time,tweet_id,username,tweet_text,source,favourite,retweet,clean
2020-05-05 06:59:58,1257459987296780289,skinkuy,"Skincare murah, bisa free ongkir (freeong) shopee, dom jateng ✨ Yukkk diorder! Ada cetaphil, mediheal sheet mask, lip cream nacific, sunscreen nivea #skincaremurah #lipcreammurah #sunscreenmurah #cetaphilmurah #medihealmurah https://t.co/HucBA8AZbm",Twitter for Android,0,0,skincare murah bisa free ongkir freeong shopee dom jateng yukkk order ada cetaphil mediheal sheet mask lip cream nacific sunscreen nivea
2020-05-05 06:59:50,1257459954778341376,abilqisfaazzahr,Pagi-pagi: Cek jadwal kelas❎ Cek list tugas❎ Liat forum❎ Klaim gratis ongkir shopee☑️,Twitter for Android,0,0,pagipagi cek jadwal kelas cek list tugas liat forum klaim gratis ongkir shopee
2020-05-05 06:59:48,1257459946817564675,sungjinbemine,"Avail yg belum ditutup  70k/set ㅡ Payment dana,jenius,bri Shipping shopee xtra  ㅡ Ready kr. Grup order line ✔ Eta mei  #wtsday6stuff @DAY6TradingINA https://t.co/QbDawwwvkT",Twitter for Android,0,1,avail yg belum tutup 70kset payment danajeniusbri shipping shopee xtra ready kr grup order line eta mei
2020-05-05 06:59:43,1257459924805791748,dharma90_,"Pagi pagi udah panen #ShopeeTanamTHR10M @ShopeeID Yuk saling siram disini, biar panen bareng  https://t.co/syhStawue5 #Shopeetanam #ShopeeID #DulJaelani https://t.co/Z5mCZSCKzS",Twitter for Android,1,0,pagi pagi udah panen yuk saling siram sini biar panen bareng
2020-05-05 06:59:37,1257459899933564928,Fitrianaluki,banyak diskon make up di shopee @ShopeeID tapi buat apaaa? coronces menghalangi tampik keceee,Twitter for Android,0,0,banyak diskon make up di shopee tapi buat apaaa coronces halang tampik keceee
2020-05-05 06:59:32,1257459881201799170,arindaa_,@ShopeeID @Shopee_id #ShopeeTanamTHR10M #ShopeeID #ShopeeDariRumah https://t.co/QSX7JKoaU6,Twitter for Android,0,0,
2020-05-05 06:59:24,1257459846271701002,nampueng_kmt,@jachrw @Ddayyjkx รดให้แล้วน้าาาา ฝากหน่อยจ้า https://t.co/xMq5fcpJd7,Twitter for Android,0,0,
2020-05-05 06:59:23,1257459842060599302,Glowingbeb,@subtanyarl Ikutaaann https://t.co/OF0yHRLfBo,Twitter for Android,0,0,ikutaaann
2020-05-05 06:59:18,1257459822947155973,Plai_kodchakorn,ช่วยรดน้ำให้เราหน่อย! #ShopeeFarmตามล่าหา10000coins  #อยู่บ้านรดน้ำกับShopeeFarm https://t.co/AS77fzXei0 #ShopeeFarm https://t.co/YQLM7LTrYz,Shopee_TH,0,0,
2020-05-05 06:59:16,1257459810775203841,isnatsobad,Nonton shopee live bakul2 tujuan utamanya bukan belanja. Tapi cari hiburan. Bakul-e lucu-lucu bikin ngekek 😆,Twitter for iPhone,0,0,nonton shopee live bakul2 tuju utama bukan belanja tapi cari hibur bakule luculucu bikin ngekek
2020-05-05 06:59:13,1257459801732321280,kopisusv,@notmamatmurdoko Boga kitchen di shopee jual frozen dimsumnya imperial kitchen and other stuff from their restaurants kaya daging kintan,Twitter for iPhone,0,0,boga kitchen di shopee jual frozen dimsumnya imperial kitchen and other stuff from their restaurants kaya daging kintan
2020-05-05 06:59:13,1257459801195532289,beautyyyyou,"@AboutPreloved Adanya new nder, harga dibawah retail, bisa shopee https://t.co/DhveXRSTU0",Twitter for Android,0,0,ada new nder harga bawah retail bisa shopee
2020-05-05 06:59:07,1257459773060104192,sekarww_,@ficofachriza_ Raffi ahmad gapernah rasain rasanya klaim voucher gratis ongkir di shopee udh gt belinya barang yg 10 rebuan😭,Twitter for Android,0,0,raffi ahmad gapernah rasain rasa klaim voucher gratis ongkir di shopee udh gt beli barang yg 10 rebu
2020-05-05 06:59:06,1257459771331969026,ndaahAS,@ShopeeID @Shopee_id #ShopeeTanamTHR10M #ShopeeID #ShopeeDariRumah https://t.co/fYPslokI57,Twitter for Android,0,0,
2020-05-05 06:59:05,1257459765208375297,P235PW,รดมารดกลับค่ะ ช่วยรดน้ำให้เราหน่อย! #ShopeeFarmตามล่าหา10000coins  #อยู่บ้านรดน้ำกับShopeeFarm https://t.co/OLd4Qu6DJE https://t.co/LQo1ZrJD0q,Twitter for Android,0,0,
2020-05-05 06:58:55,1257459723064008704,MaiiCJ,ช่วยรดน้ำให้เราหน่อย! #ShopeeFarmตามล่าหา10000coins  #อยู่บ้านรดน้ำกับShopeeFarm https://t.co/HHaMBk4pXS https://t.co/rIt6ogkJyx,Twitter for Android,0,0,
